ref_id,ref_title,ref_link,ref_pdf,ref_parsed
id_2871167,A Survey of Architectural Techniques for Managing Process Variation,https://dl.acm.org/ft_gateway.cfm?id=2871167&ftid=1673523&dwn=1&CFID=99891846&CFTOKEN=c730ec030e14c911-77DFB42A-D5AA-2565-CBDBC5F660B929EE,,/surveys/2871167/2871167.pdf
id_2896499,Type Inference on Executables,https://dl.acm.org/ft_gateway.cfm?id=2896499&ftid=1714971&dwn=1&CFID=161329229&CFTOKEN=7a85fc06c5626e66-7803E2E5-C72F-94D0-F6D596C51508895F,,/surveys/2896499/2896499.pdf
id_2545883,Security and Privacy Protection in Visual Sensor Networks: A Survey,https://dl.acm.org/ft_gateway.cfm?id=2545883&ftid=1460104&dwn=1&CFID=161329324&CFTOKEN=7bd8e3cfcdacf435-780A15EC-ACFA-39FB-EB1C8CB61F952A15,,/surveys/2545883/2545883.pdf
id_2556270,Collaborative Filtering beyond the User-Item Matrix: A Survey of the State of the Art and Future Challenges,https://dl.acm.org/ft_gateway.cfm?id=2556270&ftid=1460106&dwn=1&CFID=74137261&CFTOKEN=dda1bc21466bcabd-780B8D37-E01A-A8C0-BCF4511E020BEFD9,,/surveys/2556270/2556270.pdf
id_2636342,A Survey of Methods for Analyzing and Improving GPU Energy Efficiency,https://dl.acm.org/ft_gateway.cfm?id=2636342&ftid=1495503&dwn=1&CFID=74137862&CFTOKEN=56afddcbf227bd3e-782FF513-A651-F497-24E52572E223CFCC,,/surveys/2636342/2636342.pdf
id_2503009,Distributed data management using MapReduce,https://dl.acm.org/ft_gateway.cfm?id=2503009&ftid=1429194&dwn=1&CFID=161334345&CFTOKEN=cfa2e2f7d94ef1fb-78E194FD-09AA-DA73-2D18EE20305D39B4,,/surveys/2503009/2503009.pdf
id_2500467,Light on horizontal interactive surfaces: Input space for tabletop computing,https://dl.acm.org/ft_gateway.cfm?id=2500467&ftid=1429196&dwn=1&CFID=161334614&CFTOKEN=12542c2624109753-78E797DB-D234-7DE1-2DA2AF36F4155A62,,/surveys/2500467/2500467.pdf
id_2536798,Multimedia search reranking: A literature survey,https://dl.acm.org/ft_gateway.cfm?id=2536798&ftid=1429206&dwn=1&CFID=161335076&CFTOKEN=1789ca0914987dde-78F88610-A2AD-2521-D166D39FB8B716A1,,/surveys/2536798/2536798.pdf
id_2523817,Aggregated search: A new information retrieval paradigm,https://dl.acm.org/ft_gateway.cfm?id=2523817&ftid=1429188&dwn=1&CFID=99895882&CFTOKEN=fb87b84e3f87c048-79021D20-B7DD-8E51-DAF91315249A0CB8,,/surveys/2523817/2523817.pdf
id_2530531,Shortest-path queries in static networks,https://dl.acm.org/ft_gateway.cfm?id=2530531&ftid=1443954&dwn=1&CFID=99896149&CFTOKEN=cbc6d5eab74f0b08-7915CEF1-E64F-264E-9ECFF3924D8F1B52,,/surveys/2530531/2530531.pdf
id_2528412,A catalog of stream processing optimizations,https://dl.acm.org/ft_gateway.cfm?id=2528412&ftid=1441439&dwn=1&CFID=99896170&CFTOKEN=c1e3357d200216be-791716E5-FC63-38E5-35B2D2BAD7EBFCB1,,/surveys/2528412/2528412.pdf
id_2532637,A survey on techniques for improving the energy efficiency of large-scale distributed systems,https://dl.acm.org/ft_gateway.cfm?id=2532637&ftid=1441441&dwn=1&CFID=74141194&CFTOKEN=1f9f49ea977cadb1-79185E02-CA96-4F3B-70CF9ED2C351D992,,/surveys/2532637/2532637.pdf
id_2541315,A survey on server-side approaches to securing web applications,https://dl.acm.org/ft_gateway.cfm?id=2541315&ftid=1443958&dwn=1&CFID=99896345&CFTOKEN=972fba2c70be335d-792514BA-ADBD-F91E-D5AB19249619042D,,/surveys/2541315/2541315.pdf
