top_n_words	label	title	abstract	topic_word	topic_bigram	topic_trigram
panorama desktop fundamental google privacy trait users’ behavior access processing sample information unknown analyzing assistance breaching capturing comprehend compromise drm 	2	Panorama: Capturing system-wide information flow for malware detection and analysis	Malicious programs spy on users’ behavior and compromise their privacy. Even software from reputable vendors, such as Google Desktop and Sony DRM media player, may perform undesirable actions. Unfortunately, existing techniques for detecting malware and analyzing unknown code samples are insufficient and have significant shortcomings. We observe that malicious information access and processing behavior is the fundamental trait of numerous malware categories breaching users’ privacy (including keyloggers, password thieves, network sniffers, stealth backdoors, spyware and rootkits), which separates these malicious applications from benign software. We propose a system, Panorama, to detect and analyze malware by capturing this fundamental trait. In our extensive experiments, Panorama successfully detected all the malware samples and had very few false positives. Furthermore, by using Google Desktop as a case study, we show that our system can accurately capture its information access and processing behavior, and we can confirm that it does send back sensitive information to remote servers in certain settings. We believe that a system such as Panorama will offer indispensable assistance to code analysts and malware researchers by enabling them to quickly comprehend the behavior and inner-workings of an unknown sample.	['behavior', 'malware', 'algorithm']	['anti_malware', 'malware_categorization', 'random_knn', 'file_contents', 'discriminative_specifications']	['anti_malware_industry', 'automatic_malware_categorization', 'access_processing_behavior', 'anti_malware_software', 'calculating_mutual_information']
type file hierarchy major feature advancement borrowed categorized contribution includes misuse reader served stated surveyed tier detection anomaly categorizes extracted 	3	A survey of data mining techniques for malware detection using file features	This paper presents a survey of data mining techniques for malware detection using file features. The techniques are categorized based upon a three tier hierarchy that includes file features, analysis type and detection type. File features are the features extracted from binary programs, analysis type is either static or dynamic, and the detection type is borrowed from intrusion detection as either misuse or anomaly detection. It provides the reader with the major advancement in the malware research using data mining on file features and categorizes the surveyed work based upon the above stated hierarchy. This served as the major contribution of this paper.	['file', 'malware', 'spam']	['file_features', 'data_sets', 'spam_detection', 'this_article', 'able_detect']	['byte_string_signatures', 'effective_content_filtering', 'malware_detection_techniques', 'potentially_malicious_samples', 'bayes_support_vector']
malware detecting software assurance basis circumvent complete core emphasis encouraging fails hypothesis identified limitation mutant mutated obfuscated particular sandbox testing 	3	Static analyzer of vicious executables (SAVE)	Software security assurance and malware (trojans, worms, and viruses, etc.) detection are important topics of information security. Software obfuscation, a general technique that is useful for protecting software from reverse engineering, can also be used by hackers to circumvent the malware detection tools. Current static malware detection techniques have serious limitations, and sandbox testing also fails to provide a complete solution due to time constraints. In this paper, we present a robust signature-based malware detection technique, with emphasis on detecting obfuscated (or polymorphic) malware and mutated (or metamorphic) malware. The hypothesis is that all versions of the same malware share a common core signature that is a combination of several features of the code. After a particular malware has been first identified, it can be analyzed to extract the signature, which provides a basis for detecting variants and mutants of the same malware in the future. Encouraging experimental results on a large set of recent malware are presented.	['file', 'malware', 'spam']	['file_features', 'data_sets', 'spam_detection', 'this_article', 'able_detect']	['byte_string_signatures', 'effective_content_filtering', 'malware_detection_techniques', 'potentially_malicious_samples', 'bayes_support_vector']
android mobile article this acquire concludes consent date device integration life particularly path privy progression smartphones supporting weakness with malware 	3	The evolution of android malware and android analysis techniques	With the integration of mobile devices into daily life, smartphones are privy to increasing amounts of sensitive information. Sophisticated mobile malware, particularly Android malware, acquire or utilize such data without user consent. It is therefore essential to devise effective techniques to analyze and detect these threats. This article presents a comprehensive survey on leading Android malware analysis and detection techniques, and their effectiveness against evolving malware. This article categorizes systems by methodology and date to evaluate progression and weaknesses. This article also discusses evaluations of industry solutions, malware statistics, and malware evasion techniques and concludes by supporting future research paths.	['file', 'malware', 'spam']	['file_features', 'data_sets', 'spam_detection', 'this_article', 'able_detect']	['byte_string_signatures', 'effective_content_filtering', 'malware_detection_techniques', 'potentially_malicious_samples', 'bayes_support_vector']
file aesop labeled relationship 0 benign rate 0001 79 99 9961 aesop’s applying attained capable close contributed defensive flagging harder 	3	Guilt by association: Large scale malware detection by mining file-relation graphs	The increasing sophistication of malicious software calls for new defensive techniques that are harder to evade, and are capable of protecting users against novel threats. We present Aesop, a scalable algorithm that identifies malicious executable files by applying Aesop’s moral that“a man is known by the company he keeps.” We use a large dataset voluntarily contributed by the members of Norton Community Watch, consisting of partial lists of the files that exist on their machines, to identify close relationships between files that often appear together on machines. Aesop leverages locality-sensitive hashing to measure the strength of these inter-file relationships to construct a graph, on which it performs large scale inference by propagating information from the labeled files (as benign or malicious) to the preponderance of unlabeled files. Aesop attained early labeling of 99% of benign files and 79% of malicious files, over a week before they are labeled by the state-of-the-art techniques, with a 0.9961 true positive rate at flagging malware, at 0.0001 false positive rate.	['file', 'malware', 'spam']	['file_features', 'data_sets', 'spam_detection', 'this_article', 'able_detect']	['byte_string_signatures', 'effective_content_filtering', 'malware_detection_techniques', 'potentially_malicious_samples', 'bayes_support_vector']
ooa imds rule pe system antivirus file experimental association corporation efficiently fpgrowth generator integrated intelligent laboratory module objectiveoriented parser proliferation 	3	IMDS: Intelligent malware detection system	The proliferation of malware has presented a serious threat to the security of computer systems. Traditional signature-based antivirus systems fail to detect polymorphic and new, previously unseen malicious executables. In this paper, resting on the analysis of Windows API execution sequences called by PE files, we develop the Intelligent Malware Detection System (IMDS) using ObjectiveOriented Association (OOA) mining based classification. IMDS is an integrated system consisting of three major modules: PE parser, OOA rule generator, and rule based classifier. An OOA Fast FPGrowth algorithm is adapted to efficiently generate OOA rules for classification. A comprehensive experimental study on a large collection of PE files obtained from the anti-virus laboratory of KingSoft Corporation is performed to compare various malware detection approaches. Promising experimental results demonstrate that the accuracy and efficiency of our IMDS system outperform popular anti-virus software such as Norton AntiVirus and McAfee VirusScan, as well as previous data mining based detection systems which employed Naive Bayes, Support Vector Machine (SVM) and Decision Tree techniques.	['file', 'malware', 'spam']	['file_features', 'data_sets', 'spam_detection', 'this_article', 'able_detect']	['byte_string_signatures', 'effective_content_filtering', 'malware_detection_techniques', 'potentially_malicious_samples', 'bayes_support_vector']
assessment representing site antivirus spam type web able graph file detect bipartite connected distribute edge engine facing fact fh ground 	3	Graph-based malware distributors detection	Search engines are currently facing a problem of websites that distribute malware. In this paper we present a novel efficient algorithm that learns to detect such kind of spam. We have used a bipartite graph with two types of nodes, each representing a layer in the graph: web-sites and file hostings (FH), connected with edges representing the fact that a file can be downloaded from the hosting via a link on the web-site. The performance of this spam detection method was verified using two set of ground truth labels: manual assessments of antivirus analysts and automatically generated assessments obtained from antivirus companies. We demonstrate that the proposed method is able to detect new types of malware even before the best known antivirus solutions are able to detect them.	['file', 'malware', 'spam']	['file_features', 'data_sets', 'spam_detection', 'this_article', 'able_detect']	['byte_string_signatures', 'effective_content_filtering', 'malware_detection_techniques', 'potentially_malicious_samples', 'bayes_support_vector']
fpga guardol early sample benign malware 100 30 46 97 achieve aim array at centric classify combined construction consumption conventional 	3	Semantics-based online malware detection: Towards efficient real-time protection against malware	Recently, malware has increasingly become a critical threat to embedded systems, while the conventional software solutions, such as antivirus and patches, have not been so successful in defending the ever-evolving and advanced malicious programs. In this paper, we propose a hardwareenhanced architecture, GuardOL, to perform online malware detection. GuardOL is a combined approach using processor and field-programmable gate array (FPGA). Our approach aims to capture the malicious behavior (i.e., highlevel semantics) of malware. To this end, we first propose the frequency-centric model for feature construction using system call patterns of known malware and benign samples. We then develop a machine learning approach (using multilayer perceptron) in FPGA to train classifier using these features. At runtime, the trained classifier is used to classify the unknown samples as malware or benign, with early prediction. The experimental results show that our solution can achieve high classification accuracy, fast detection, low power consumption, and flexibility for easy functionality upgrade to adapt to new malware samples. One of the main advantages of our design is the support of early prediction—detecting 46% of malware within first 30% of their execution, while 97% of the samples at 100% of their execution, with <3% false positives.	['file', 'malware', 'spam']	['file_features', 'data_sets', 'spam_detection', 'this_article', 'able_detect']	['byte_string_signatures', 'effective_content_filtering', 'malware_detection_techniques', 'potentially_malicious_samples', 'bayes_support_vector']
adversary classifier domain adversary’s optimal produce spam actively ad assume counter datagenerating degrade deployed essentially far formal fraud game greatly 	3	Adversarial classification	Essentially all data mining algorithms assume that the datagenerating process is independent of the data miner’s activities. However, in many domains, including spam detection, intrusion detection, fraud detection, surveillance and counter-terrorism, this is far from the case: the data is actively manipulated by an adversary seeking to make the classifier produce false negatives. In these domains, the performance of a classifier can degrade rapidly after it is deployed, as the adversary learns to defeat it. Currently the only solution to this is repeated, manual, ad hoc reconstruction of the classifier. In this paper we develop a formal framework and algorithms for this problem. We view classification as a game between the classifier and the adversary, and produce a classifier that is optimal given the adversary’s optimal strategy. Experiments in a spam detection domain show that this approach can greatly outperform a classifier learned in the standard way, and (within the parameters of the problem) automatically adapt the classifier to the adversary’s evolving manipulations.	['file', 'malware', 'spam']	['file_features', 'data_sets', 'spam_detection', 'this_article', 'able_detect']	['byte_string_signatures', 'effective_content_filtering', 'malware_detection_techniques', 'potentially_malicious_samples', 'bayes_support_vector']
cluster hand appearing attracting benchmark bioinformatics cause confusion discussed diversity effort equips exploration illustrate on option phenomenon play profusion proximity 	3	Survey of clustering algorithms	Data analysis plays an indispensable role for understanding various phenomena. Cluster analysis, primitive exploration with little or no prior knowledge, consists of research developed across a wide variety of communities. The diversity, on one hand, equips us with many tools. On the other hand, the profusion of options causes confusion. We survey clustering algorithms for data sets appearing in statistics, computer science, and machine learning, and illustrate their applications in some benchmark data sets, the traveling salesman problem, and bioinformatics, a new field attracting intensive efforts. Several tightly related topics, proximity measure, and cluster validation, are also discussed.	['file', 'malware', 'spam']	['file_features', 'data_sets', 'spam_detection', 'this_article', 'able_detect']	['byte_string_signatures', 'effective_content_filtering', 'malware_detection_techniques', 'potentially_malicious_samples', 'bayes_support_vector']
vulnerability exploit observed worm dacoda discovered filtering month predicate attacker content string byte typically effective 14 2 actual conclude contiguous 	3	On deriving unknown vulnerabilities from zero-day polymorphic and metamorphic worm exploits	Vulnerabilities that allow worms to hijack the control flow of each host that they spread to are typically discovered months before the worm outbreak, but are also typically discovered by third party researchers. A determined attacker could discover vulnerabilities as easily and create zero-day worms for vulnerabilities unknown to network defenses. It is important for an analysis tool to be able to generalize from a new exploit observed and derive protection for the vulnerability. Many researchers have observed that certain predicates of the exploit vector must be present for the exploit to work and that therefore these predicates place a limit on the amount of polymorphism and metamorphism available to the attacker. We formalize this idea and subject it to quantitative analysis with a symbolic execution tool called DACODA. Using DACODA we provide an empirical analysis of 14 exploits (seven of them actual worms or attacks from the Internet, caught by Minos with no prior knowledge of the vulnerabilities and no false positives observed over a period of six months) for four operating systems. Evaluation of our results in the light of these two models leads us to conclude that 1) single contiguous byte string signatures are not effective for content filtering, and tokenbased byte string signatures composed of smaller substrings are only semantically rich enough to be effective for content filtering if the vulnerability lies in a part of a protocol that is not commonly used, and that 2) practical exploit analysis must account for multiple processes, multithreading, and kernel processing of network data necessitating a focus on primitives instead of vulnerabilities. 	['file', 'malware', 'spam']	['file_features', 'data_sets', 'spam_detection', 'this_article', 'able_detect']	['byte_string_signatures', 'effective_content_filtering', 'malware_detection_techniques', 'potentially_malicious_samples', 'bayes_support_vector']
maximal mrmr selection dependency select feature criterion different according allows arrhythmia cancer cell compact comparison cost difficulty digit equivalent g 	3	Feature selection based on mutual information: Criteria of max-dependency, max-relevance, and min-redundancy	Feature selection is an important problem for pattern classification systems.We study how to select good features according to the maximal statistical dependency criterion based on mutual information. Because of the difficulty in directly implementing the maximal dependency condition, we first derive an equivalent form, called minimal-redundancy-maximal-relevance criterion (mRMR), for first-order incremental feature selection. Then, we present a two-stage feature selection algorithm by combining mRMR and other more sophisticated feature selectors (e.g., wrappers). This allows us to select a compact set of superior features at very low cost. We perform extensive experimental comparison of our algorithm and other methods using three different classifiers (naive Bayes, support vector machine, and linear discriminate analysis) and four different data sets (handwritten digits, arrhythmia, NCI cancer cell lines, and lymphoma tissues). The results confirm that mRMR leads to promising improvement on feature selection and classification accuracy.	['file', 'malware', 'spam']	['file_features', 'data_sets', 'spam_detection', 'this_article', 'able_detect']	['byte_string_signatures', 'effective_content_filtering', 'malware_detection_techniques', 'potentially_malicious_samples', 'bayes_support_vector']
weka 4 release 3 stable time 2000 2003 35 6 academia acceptance accompanies active april business elapsed enjoys entirely evolved 	3	The WEKA data mining software: An update	More than twelve years have elapsed since the first public release of WEKA. In that time, the software has been rewritten entirely from scratch, evolved substantially and now accompanies a text on data mining [35]. These days, WEKA enjoys widespread acceptance in both academia and business, has an active community, and has been downloaded more than 1.4 million times since being placed on SourceForge in April 2000. This paper provides an introduction to the WEKA workbench, reviews the history of the project, and, in light of the recent 3.6 stable release, briefly discusses what has been added since the last stable version (Weka 3.4) released in 2003.	['file', 'malware', 'spam']	['file_features', 'data_sets', 'spam_detection', 'this_article', 'able_detect']	['byte_string_signatures', 'effective_content_filtering', 'malware_detection_techniques', 'potentially_malicious_samples', 'bayes_support_vector']
potentially sample unknown appropriate assessing assist closer confirmed confronted deserves human inspection mainly manner mere multitude timely today uncommon threat 	3	A survey on automated dynamic malware-analysis techniques and tools	Anti-virus vendors are confronted with a multitude of potentially malicious samples today. Receiving thousands of new samples every day is not uncommon. The signatures that detect confirmed malicious threats are mainly still created manually, so it is important to discriminate between samples that pose a new unknown threat and those that are mere variants of known malware. This survey article provides an overview of techniques based on dynamic analysis that are used to analyze potentially malicious samples. It also covers analysis programs that employ these techniques to assist human analysts in assessing, in a timely and appropriate manner, whether a given sample deserves closer manual inspection due to its unknown malicious behavior.	['file', 'malware', 'spam']	['file_features', 'data_sets', 'spam_detection', 'this_article', 'able_detect']	['byte_string_signatures', 'effective_content_filtering', 'malware_detection_techniques', 'potentially_malicious_samples', 'bayes_support_vector']
